account_id,avg_txn_amount,total_spend,txn_count,std_txn_amount,max_txn_amount,min_txn_amount,median_txn_amount,active_days,txn_per_day,ratio_credit_card,ratio_debit_card,ratio_cash_deposit,ratio_direct_debit,ratio_bank_transfer,ratio_groceries,ratio_dining,ratio_online_shopping,ratio_entertainment,ratio_bars_nightlife,ratio_atm_withdrawal,ratio_gym_sports,ratio_clothing,ratio_travel,ratio_public_transit,ratio_fuel,ratio_transfer_out,ratio_utilities,ratio_pharmacy,ratio_savings_transfer,ratio_healthcare,ratio_gambling,ratio_electronics,ratio_education,ratio_refund,ratio_fees_penalties,ratio_salary_credit,ratio_insurance,ratio_rent,total_gambling,total_fees_penalties,total_bars_nightlife,total_atm_withdrawal,total_salary_credit,total_savings_transfer,total_utilities,total_rent,total_online_shopping,total_travel,total_transfer_out,high_risk_ratio,stability_ratio,essential_ratio,late_night_ratio,weekend_spend_ratio,has_salary,cash_ratio,credit_defaults
ACC000000000179,268.44486910994766,51272.97,191,511.6236353587918,3315.98,4.31,101.83,80,2.3875,0.0,0.0,0.0,0.0,0.0,0.10471204188481675,0.1099476439790576,0.0,0.05759162303664921,0.0,0.0,0.0,0.05235602094240838,0.041884816753926704,0.0,0.03664921465968586,0.0,0.02617801047120419,0.05235602094240838,0.0,0.020942408376963352,0.005235602094240838,0.015706806282722512,0.010471204188481676,0.020942408376963352,0.0,0.0,0.015706806282722512,0.0,204.84,0.0,0.0,0.0,0.0,0.0,579.8499999999999,0.0,0.0,4548.049999999999,0.0,0.005235602094240838,0.041884816753926704,0.21465968586387435,0.08900523560209424,0.3052460194913616,0,0.0,0
ACC000000000193,192.55431034482757,33504.45,174,345.53060617695354,4048.3,3.38,95.245,76,2.289473684210526,0.0,0.0,0.0,0.0,0.0,0.07471264367816093,0.09195402298850575,0.0,0.05172413793103448,0.0,0.0,0.0,0.05747126436781609,0.07471264367816093,0.0,0.06321839080459771,0.0,0.040229885057471264,0.05747126436781609,0.0,0.028735632183908046,0.022988505747126436,0.011494252873563218,0.028735632183908046,0.022988505747126436,0.0,0.0,0.005747126436781609,0.005747126436781609,637.01,0.0,0.0,0.0,0.0,0.0,726.1000000000001,755.65,0.0,7240.07,0.0,0.022988505747126436,0.05172413793103448,0.22413793103448276,0.06896551724137931,0.27948884401922736,0,0.0,0
ACC000000000197,174.0942962962963,23502.73,135,274.49462245647635,2598.76,3.26,87.11,69,1.9565217391304348,0.0,0.0,0.0,0.0,0.0,0.1037037037037037,0.08148148148148149,0.0,0.05185185185185185,0.0,0.0,0.0,0.02962962962962963,0.02962962962962963,0.0,0.05185185185185185,0.0,0.014814814814814815,0.022222222222222223,0.0,0.014814814814814815,0.007407407407407408,0.037037037037037035,0.007407407407407408,0.037037037037037035,0.0,0.0,0.02962962962962963,0.0,50.16,0.0,0.0,0.0,0.0,0.0,175.79000000000002,0.0,0.0,2011.45,0.0,0.007407407407407408,0.044444444444444446,0.19259259259259257,0.07407407407407407,0.3342054306031682,0,0.0,0
ACC000000000199,231.64007462686567,31039.77,134,527.0877410295212,4677.72,5.91,120.0,74,1.8108108108108107,0.0,0.0,0.0,0.0,0.0,0.16417910447761194,0.04477611940298507,0.0,0.04477611940298507,0.0,0.0,0.0,0.05223880597014925,0.029850746268656716,0.0,0.05223880597014925,0.0,0.03731343283582089,0.029850746268656716,0.0,0.03731343283582089,0.03731343283582089,0.022388059701492536,0.03731343283582089,0.014925373134328358,0.0,0.0,0.014925373134328358,0.014925373134328358,814.6299999999999,0.0,0.0,0.0,0.0,0.0,545.8800000000001,1764.77,0.0,1535.87,0.0,0.03731343283582089,0.06716417910447761,0.2835820895522388,0.1044776119402985,0.35982805284961844,0,0.0,1
ACC000000000213,177.3526717557252,23233.2,131,307.3692785004443,2528.18,4.68,100.93,73,1.7945205479452055,0.0,0.0,0.0,0.0,0.0,0.11450381679389313,0.061068702290076333,0.0,0.05343511450381679,0.0,0.0,0.0,0.061068702290076333,0.04580152671755725,0.0,0.04580152671755725,0.0,0.04580152671755725,0.03816793893129771,0.0,0.0,0.015267175572519083,0.007633587786259542,0.007633587786259542,0.04580152671755725,0.0,0.0,0.007633587786259542,0.0,322.98,0.0,0.0,0.0,0.0,0.0,664.5999999999999,0.0,0.0,3058.84,0.0,0.015267175572519083,0.05343511450381679,0.1984732824427481,0.08396946564885496,0.3651429850386516,0,0.0,0
ACC000000000214,166.24738461538462,21612.16,130,169.95032933071465,797.37,2.36,103.07499999999999,71,1.8309859154929577,0.0,0.0,0.0,0.0,0.0,0.13846153846153847,0.08461538461538462,0.0,0.06153846153846154,0.0,0.0,0.0,0.05384615384615385,0.046153846153846156,0.0,0.046153846153846156,0.0,0.06153846153846154,0.03076923076923077,0.0,0.06153846153846154,0.03076923076923077,0.007692307692307693,0.007692307692307693,0.023076923076923078,0.0,0.0,0.0,0.0,493.63,0.0,0.0,0.0,0.0,0.0,932.4100000000001,0.0,0.0,3688.3100000000004,0.0,0.03076923076923077,0.06153846153846154,0.27692307692307694,0.06153846153846154,0.25207753412893474,0,0.0,1
ACC000000000220,230.9413829787234,43416.979999999996,188,509.7544547244742,3368.99,4.32,104.77,83,2.2650602409638556,0.0,0.0,0.0,0.0,0.0,0.17553191489361702,0.0797872340425532,0.0,0.047872340425531915,0.0,0.0,0.0,0.026595744680851064,0.047872340425531915,0.0,0.05319148936170213,0.0,0.031914893617021274,0.031914893617021274,0.0,0.03723404255319149,0.02127659574468085,0.026595744680851064,0.005319148936170213,0.02127659574468085,0.0,0.0,0.010638297872340425,0.0,735.65,0.0,0.0,0.0,0.0,0.0,765.51,0.0,0.0,4700.2699999999995,0.0,0.02127659574468085,0.0425531914893617,0.2978723404255319,0.09574468085106383,0.33557009262274806,0,0.0,0
ACC000000000230,260.3637593984962,69256.76,266,534.4332334099213,3246.9,3.99,108.06,88,3.022727272727273,0.0,0.0,0.0,0.0,0.0,0.12030075187969924,0.07894736842105263,0.0,0.07518796992481203,0.0,0.0,0.0,0.045112781954887216,0.041353383458646614,0.0,0.045112781954887216,0.0,0.03007518796992481,0.05263157894736842,0.0,0.015037593984962405,0.022556390977443608,0.03007518796992481,0.018796992481203006,0.018796992481203006,0.0,0.0,0.011278195488721804,0.007518796992481203,1130.95,0.0,0.0,0.0,0.0,0.0,1034.42,1272.4299999999998,0.0,6495.33,0.0,0.022556390977443608,0.04887218045112782,0.23308270676691728,0.06390977443609022,0.26265349404159244,0,0.0,0
ACC000000000238,184.52536885245902,45024.19,244,308.5220929178037,3272.05,4.84,98.39,83,2.9397590361445785,0.0,0.0,0.0,0.0,0.0,0.11475409836065574,0.0860655737704918,0.0,0.11065573770491803,0.0,0.0,0.0,0.040983606557377046,0.03278688524590164,0.0,0.028688524590163935,0.0,0.036885245901639344,0.02459016393442623,0.0,0.01639344262295082,0.01639344262295082,0.036885245901639344,0.020491803278688523,0.020491803278688523,0.0,0.0,0.00819672131147541,0.0,603.77,0.0,0.0,0.0,0.0,0.0,1217.87,0.0,0.0,4121.49,0.0,0.01639344262295082,0.045081967213114756,0.1844262295081967,0.10245901639344263,0.2816121733672499,0,0.0,0
ACC000000000239,160.49901477832512,32581.3,203,294.46028854787494,3144.93,6.54,96.35,82,2.475609756097561,0.0,0.0,0.0,0.0,0.0,0.12807881773399016,0.09852216748768473,0.0,0.06403940886699508,0.0,0.0,0.0,0.04433497536945813,0.04926108374384237,0.0,0.054187192118226604,0.0,0.034482758620689655,0.024630541871921183,0.0,0.019704433497536946,0.029556650246305417,0.014778325123152709,0.034482758620689655,0.014778325123152709,0.0,0.0,0.019704433497536946,0.0049261083743842365,850.9100000000001,0.0,0.0,0.0,0.0,0.0,737.4000000000001,833.5,0.0,4325.74,0.0,0.029556650246305417,0.05911330049261084,0.22660098522167488,0.04926108374384237,0.2338596065841449,0,0.0,0
ACC000000000242,238.635,36272.52,152,557.7006546906541,3913.06,3.84,113.91,75,2.026666666666667,0.0,0.0,0.0,0.0,0.0,0.1513157894736842,0.05263157894736842,0.0,0.07236842105263158,0.0,0.0,0.0,0.03289473684210526,0.039473684210526314,0.0,0.05263157894736842,0.0,0.03289473684210526,0.019736842105263157,0.0,0.02631578947368421,0.06578947368421052,0.019736842105263157,0.019736842105263157,0.02631578947368421,0.0,0.0,0.02631578947368421,0.0,2048.2,0.0,0.0,0.0,0.0,0.0,573.93,0.0,0.0,2276.18,0.0,0.06578947368421052,0.05921052631578947,0.25,0.039473684210526314,0.34244877389274314,0,0.0,1
ACC000000000274,247.47790476190477,25985.18,105,487.47305970076883,3613.48,2.65,145.98,58,1.8103448275862069,0.0,0.0,0.0,0.0,0.0,0.09523809523809523,0.08571428571428572,0.0,0.05714285714285714,0.0,0.0,0.0,0.0380952380952381,0.01904761904761905,0.0,0.02857142857142857,0.0,0.01904761904761905,0.01904761904761905,0.0,0.01904761904761905,0.0380952380952381,0.009523809523809525,0.009523809523809525,0.009523809523809525,0.0,0.0,0.01904761904761905,0.0,433.38,0.0,0.0,0.0,0.0,0.0,332.64,0.0,0.0,972.03,0.0,0.0380952380952381,0.0380952380952381,0.1619047619047619,0.047619047619047616,0.47190244593264313,0,0.0,1
ACC000000000277,193.24296875000002,37102.65,192,376.0693659851885,3197.02,4.44,101.235,82,2.341463414634146,0.0,0.0,0.0,0.0,0.0,0.10416666666666667,0.08333333333333333,0.0,0.0625,0.0,0.0,0.0,0.0625,0.057291666666666664,0.0,0.036458333333333336,0.0,0.026041666666666668,0.036458333333333336,0.0,0.041666666666666664,0.0,0.026041666666666668,0.026041666666666668,0.03125,0.0,0.0,0.010416666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,753.62,0.0,0.0,4906.959999999999,0.0,0.0,0.036458333333333336,0.21875,0.07291666666666667,0.330430845236122,0,0.0,0
ACC000000000278,179.45431034482758,52041.75,290,325.8429781591321,3239.61,3.71,92.6,86,3.372093023255814,0.0,0.0,0.0,0.0,0.0,0.08620689655172414,0.08620689655172414,0.0,0.09310344827586207,0.0,0.0,0.0,0.06896551724137931,0.04827586206896552,0.0,0.034482758620689655,0.0,0.03103448275862069,0.034482758620689655,0.0,0.013793103448275862,0.0,0.017241379310344827,0.013793103448275862,0.017241379310344827,0.0,0.0,0.013793103448275862,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1173.1299999999999,0.0,0.0,7301.61,0.0,0.0,0.04482758620689655,0.16896551724137931,0.09310344827586207,0.30968578112765227,0,0.0,0
ACC000000000286,227.7532584269663,20270.04,89,531.3861863961756,3540.77,4.67,86.7,59,1.5084745762711864,0.0,0.0,0.0,0.0,0.0,0.07865168539325842,0.1348314606741573,0.0,0.06741573033707865,0.0,0.0,0.0,0.02247191011235955,0.033707865168539325,0.0,0.02247191011235955,0.0,0.033707865168539325,0.056179775280898875,0.0,0.033707865168539325,0.033707865168539325,0.02247191011235955,0.011235955056179775,0.02247191011235955,0.0,0.0,0.02247191011235955,0.0,444.2,0.0,0.0,0.0,0.0,0.0,348.14,0.0,0.0,1375.5800000000002,0.0,0.033707865168539325,0.056179775280898875,0.19101123595505617,0.0898876404494382,0.2720635973091321,0,0.0,1
ACC000000000288,379.26560606060605,25031.53,66,844.7812342724345,4259.72,6.5,87.37,47,1.4042553191489362,0.0,0.0,0.0,0.0,0.0,0.12121212121212122,0.13636363636363635,0.0,0.045454545454545456,0.0,0.0,0.0,0.0,0.015151515151515152,0.0,0.030303030303030304,0.0,0.030303030303030304,0.06060606060606061,0.0,0.045454545454545456,0.045454545454545456,0.015151515151515152,0.0,0.030303030303030304,0.0,0.0,0.0,0.0,458.01,0.0,0.0,0.0,0.0,0.0,110.85,0.0,0.0,490.92,0.0,0.045454545454545456,0.030303030303030304,0.25757575757575757,0.10606060606060606,0.4075935430235388,0,0.0,1
ACC000000000290,177.5787356321839,46348.05,261,177.6684060100851,1105.05,2.88,117.86,86,3.0348837209302326,0.0,0.0,0.0,0.0,0.0,0.13026819923371646,0.04980842911877394,0.0,0.08045977011494253,0.0,0.0,0.0,0.05363984674329502,0.04980842911877394,0.0,0.019157088122605363,0.0,0.022988505747126436,0.01532567049808429,0.0,0.011494252873563218,0.01532567049808429,0.02681992337164751,0.007662835249042145,0.01532567049808429,0.0,0.0,0.03065134099616858,0.0038314176245210726,537.26,0.0,0.0,0.0,0.0,0.0,754.44,1105.05,0.0,7207.0700000000015,0.0,0.01532567049808429,0.057471264367816084,0.17624521072796934,0.06513409961685823,0.30430600640156386,0,0.0,0
ACC000000000294,202.6056896551724,35253.39,174,406.41864936804495,3501.35,4.42,93.19,75,2.32,0.0,0.0,0.0,0.0,0.0,0.09770114942528736,0.06896551724137931,0.0,0.08045977011494253,0.0,0.0,0.0,0.034482758620689655,0.04597701149425287,0.0,0.040229885057471264,0.0,0.040229885057471264,0.034482758620689655,0.0,0.022988505747126436,0.022988505747126436,0.034482758620689655,0.022988505747126436,0.022988505747126436,0.0,0.0,0.017241379310344827,0.005747126436781609,525.78,0.0,0.0,0.0,0.0,0.0,896.7700000000001,641.49,0.0,4474.389999999999,0.0,0.022988505747126436,0.06321839080459771,0.19540229885057472,0.07471264367816093,0.25282391282086625,0,0.0,0
ACC000000000297,202.65127795527155,63429.85,313,416.9808163471874,4452.83,3.24,99.09,86,3.63953488372093,0.0,0.0,0.0,0.0,0.0,0.1182108626198083,0.08306709265175719,0.0,0.07667731629392971,0.0,0.0,0.0,0.04792332268370607,0.051118210862619806,0.0,0.04472843450479233,0.0,0.025559105431309903,0.04153354632587859,0.0,0.022364217252396165,0.019169329073482427,0.025559105431309903,0.02875399361022364,0.009584664536741214,0.0,0.0,0.022364217252396165,0.003194888178913738,800.48,0.0,0.0,0.0,0.0,0.0,1000.45,1164.34,0.0,8102.759999999999,0.0,0.019169329073482427,0.051118210862619806,0.22683706070287538,0.07987220447284345,0.30040257071394627,0,0.0,0
ACC000000000302,186.38786259541985,48833.62,262,360.83121841753956,3362.42,3.3,95.045,83,3.1566265060240966,0.0,0.0,0.0,0.0,0.0,0.10305343511450382,0.08015267175572519,0.0,0.08778625954198473,0.0,0.0,0.0,0.05343511450381679,0.03816793893129771,0.0,0.03816793893129771,0.0,0.04198473282442748,0.03816793893129771,0.0,0.04580152671755725,0.026717557251908396,0.015267175572519083,0.015267175572519083,0.011450381679389313,0.0,0.0,0.011450381679389313,0.003816793893129771,1184.54,0.0,0.0,0.0,0.0,0.0,1204.12,989.53,0.0,5250.29,0.0,0.026717557251908396,0.05725190839694656,0.2251908396946565,0.07251908396946564,0.2430874467221558,0,0.0,0
ACC000000000329,239.2952287581699,36612.17,153,509.1701138890061,3142.07,4.21,97.66,73,2.095890410958904,0.0,0.0,0.0,0.0,0.0,0.1568627450980392,0.09803921568627451,0.0,0.09803921568627451,0.0,0.0,0.0,0.0196078431372549,0.032679738562091505,0.0,0.026143790849673203,0.0,0.026143790849673203,0.0457516339869281,0.0,0.0196078431372549,0.0196078431372549,0.026143790849673203,0.0196078431372549,0.006535947712418301,0.0,0.0,0.013071895424836602,0.0,410.42999999999995,0.0,0.0,0.0,0.0,0.0,480.63,0.0,0.0,2290.62,0.0,0.0196078431372549,0.0392156862745098,0.2483660130718954,0.08496732026143791,0.22754073304040703,0,0.0,0
ACC000000000351,252.0414383561644,36798.05,146,464.1786972633378,3062.28,6.01,128.31,72,2.0277777777777777,0.0,0.0,0.0,0.0,0.0,0.10273972602739725,0.0684931506849315,0.0,0.06164383561643835,0.0,0.0,0.0,0.0410958904109589,0.03424657534246575,0.0,0.0410958904109589,0.0,0.0273972602739726,0.0273972602739726,0.0,0.00684931506849315,0.0547945205479452,0.0136986301369863,0.0136986301369863,0.0273972602739726,0.0,0.0,0.02054794520547945,0.00684931506849315,1186.8600000000001,0.0,0.0,0.0,0.0,0.0,487.84,854.56,0.0,2755.39,0.0,0.0547945205479452,0.0547945205479452,0.1780821917808219,0.0821917808219178,0.2393711079799066,0,0.0,1
ACC000000000353,190.2016326530612,27959.64,147,333.7653504489792,2895.9,4.36,111.8,74,1.9864864864864864,0.0,0.0,0.0,0.0,0.0,0.12244897959183673,0.04081632653061224,0.0,0.09523809523809523,0.0,0.0,0.0,0.061224489795918366,0.027210884353741496,0.0,0.02040816326530612,0.0,0.04081632653061224,0.04081632653061224,0.0,0.013605442176870748,0.013605442176870748,0.02040816326530612,0.034013605442176874,0.02040816326530612,0.0,0.0,0.013605442176870748,0.0,303.98,0.0,0.0,0.0,0.0,0.0,655.1,0.0,0.0,1894.9099999999999,0.0,0.013605442176870748,0.05442176870748299,0.19727891156462582,0.10204081632653061,0.30488518450166024,0,0.0,0
ACC000000000367,254.85439393939393,16820.39,66,445.29535716672643,3482.82,8.38,134.275,42,1.5714285714285714,0.0,0.0,0.0,0.0,0.0,0.07575757575757576,0.06060606060606061,0.0,0.09090909090909091,0.0,0.0,0.0,0.10606060606060606,0.09090909090909091,0.0,0.030303030303030304,0.0,0.045454545454545456,0.0,0.0,0.0,0.0,0.030303030303030304,0.015151515151515152,0.015151515151515152,0.0,0.0,0.015151515151515152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,249.46999999999997,0.0,0.0,2494.97,0.0,0.0,0.06060606060606061,0.10606060606060606,0.045454545454545456,0.2744775834567451,0,0.0,1
ACC000000000373,210.9594573643411,27213.77,129,405.86229430241735,2585.98,4.91,92.61,69,1.8695652173913044,0.0,0.0,0.0,0.0,0.0,0.07751937984496124,0.15503875968992248,0.0,0.046511627906976744,0.0,0.0,0.0,0.015503875968992248,0.023255813953488372,0.0,0.07751937984496124,0.0,0.03875968992248062,0.046511627906976744,0.0,0.031007751937984496,0.015503875968992248,0.007751937984496124,0.023255813953488372,0.0,0.0,0.0,0.031007751937984496,0.0,335.52,0.0,0.0,0.0,0.0,0.0,612.3,0.0,0.0,1861.89,0.0,0.015503875968992248,0.06976744186046512,0.23255813953488372,0.08527131782945736,0.19222217281912793,0,0.0,0
ACC000000000385,224.17540145985402,30712.03,137,351.85436230570014,2882.33,4.97,114.42,73,1.8767123287671232,0.0,0.0,0.0,0.0,0.0,0.10218978102189781,0.058394160583941604,0.0,0.08759124087591241,0.0,0.0,0.0,0.06569343065693431,0.058394160583941604,0.0,0.0364963503649635,0.0,0.0364963503649635,0.0072992700729927005,0.0,0.021897810218978103,0.021897810218978103,0.021897810218978103,0.0,0.014598540145985401,0.0,0.0,0.0364963503649635,0.0072992700729927005,594.28,0.0,0.0,0.0,0.0,0.0,532.28,725.5,0.0,4591.74,0.0,0.021897810218978103,0.08029197080291971,0.16788321167883213,0.08759124087591241,0.43565501857089883,0,0.0,1
ACC000000000386,187.7330994152047,32102.36,171,313.49665963374093,3635.47,4.44,107.39,75,2.28,0.0,0.0,0.0,0.0,0.0,0.12280701754385964,0.1286549707602339,0.0,0.07602339181286549,0.0,0.0,0.0,0.017543859649122806,0.05263157894736842,0.0,0.011695906432748537,0.0,0.04678362573099415,0.023391812865497075,0.0,0.017543859649122806,0.017543859649122806,0.017543859649122806,0.029239766081871343,0.0,0.0,0.0,0.017543859649122806,0.005847953216374269,620.47,0.0,0.0,0.0,0.0,0.0,931.9200000000001,568.21,0.0,3985.8,0.0,0.017543859649122806,0.07017543859649122,0.17543859649122806,0.0935672514619883,0.20510641585229242,0,0.0,0
ACC000000000431,185.80547770700636,29171.46,157,250.00284864645212,2544.78,4.85,124.33,71,2.211267605633803,0.0,0.0,0.0,0.0,0.0,0.11464968152866242,0.10191082802547771,0.0,0.05732484076433121,0.0,0.0,0.0,0.01910828025477707,0.044585987261146494,0.0,0.03184713375796178,0.0,0.03184713375796178,0.044585987261146494,0.0,0.01910828025477707,0.03184713375796178,0.044585987261146494,0.006369426751592357,0.01910828025477707,0.0,0.0,0.03184713375796178,0.0,966.9300000000001,0.0,0.0,0.0,0.0,0.0,590.63,0.0,0.0,2979.2300000000005,0.0,0.03184713375796178,0.06369426751592357,0.21019108280254775,0.07643312101910828,0.41000964641468074,0,0.0,1
